From	To	Species	Gene Name
412804	GB42420	Apis mellifera	coiled-coil domain-containing protein 102A(LOC412804)
412801	GB50402	Apis mellifera	mediator of RNA polymerase II transcription subunit 12-like(LOC412801)
100577231	GB46800	Apis mellifera	uncharacterized LOC100577231(LOC100577231)
100578562	GB40658	Apis mellifera	uncharacterized LOC100578562(LOC100578562)
100578563	GB54137	Apis mellifera	putative uncharacterized protein DDB_G0286901(LOC100578563)
100578560	GB54652	Apis mellifera	28S ribosomal protein S18c, mitochondrial(LOC100578560)
100578561	GB49501	Apis mellifera	early growth response protein 1-like(LOC100578561)
412808	GB42484	Apis mellifera	aminopeptidase Ey(LOC412808)
412806	GB42488	Apis mellifera	vesicle transport protein GOT1B(LOC412806)
100577239	GB47518	Apis mellifera	uncharacterized LOC100577239(LOC100577239)
100577237	GB44697	Apis mellifera	uncharacterized LOC100577237(LOC100577237)
100577235	GB42435	Apis mellifera	SET and MYND domain-containing protein 4-like(LOC100577235)
100578566	GB44607	Apis mellifera	uncharacterized LOC100578566(LOC100578566)
412815	GB53412	Apis mellifera	fatty acid synthase(LOC412815)
100577242	GB55860	Apis mellifera	sterile alpha and TIR motif-containing protein 1(LOC100577242)
412813	GB44821	Apis mellifera	neuronal growth regulator 1(LOC412813)
412810	GB42482	Apis mellifera	V-type proton ATPase 116 kDa subunit a(LOC412810)
100578571	GB42182	Apis mellifera	uncharacterized LOC100578571(LOC100578571)
412818	GB48097	Apis mellifera	NMDA receptor 2(LOC412818)
412816	GB48103	Apis mellifera	syntaxin-7(LOC412816)
412817	GB48101	Apis mellifera	importin-4-like(LOC412817)
100578579	GB50407	Apis mellifera	uncharacterized LOC100578579(LOC100578579)
100577255	GB52445	Apis mellifera	uncharacterized LOC100577255(LOC100577255)
100578586	GB51441	Apis mellifera	mediator of RNA polymerase II transcription subunit 15-like(LOC100578586)
751098	GB47694	Apis mellifera	globin 1(Glob1)
100578587	GB52666	Apis mellifera	putative uncharacterized protein DDB_G0282133(LOC100578587)
100577253	GB53634	Apis mellifera	GRIP and coiled-coil domain-containing protein PFC0235w(LOC100577253)
100577254	GB51854	Apis mellifera	potassium voltage-gated channel subfamily KQT member 1-like(LOC100577254)
100577250	GB46651	Apis mellifera	zinc finger protein 729(LOC100577250)
100578581	GB47283	Apis mellifera	uncharacterized LOC100578581(LOC100578581)
100578597	GB53388	Apis mellifera	uncharacterized LOC100578597(LOC100578597)
100577263	GB52142	Apis mellifera	RING finger protein 113A-like(LOC100577263)
100578592	GB49502	Apis mellifera	uncharacterized LOC100578592(LOC100578592)
100577268	GB48917	Apis mellifera	uncharacterized LOC100577268(LOC100577268)
100577272	GB53001	Apis mellifera	uncharacterized LOC100577272(LOC100577272)
100577279	GB54098	Apis mellifera	uncharacterized LOC100577279(LOC100577279)
100577288	GB54540	Apis mellifera	nudC domain-containing protein 1(LOC100577288)
100577285	GB48780	Apis mellifera	tail-anchored protein insertion receptor WRB-like(LOC100577285)
100577283	GB41962	Apis mellifera	uncharacterized LOC100577283(LOC100577283)
100577280	GB41888	Apis mellifera	uncharacterized LOC100577280(LOC100577280)
100577295	GB44646	Apis mellifera	zinc finger protein 184-like(LOC100577295)
100577296	GB44734	Apis mellifera	checkpoint protein HUS1(LOC100577296)
100577293	GB53819	Apis mellifera	uncharacterized LOC100577293(LOC100577293)
727405	GB47309	Apis mellifera	interaptin(LOC727405)
727407	GB47204	Apis mellifera	cohesin subunit SA-1(LOC727407)
726131	GB41210	Apis mellifera	mitochondrial import inner membrane translocase subunit Tim10B-like(LOC726131)
726132	GB44188	Apis mellifera	WASH complex subunit CCDC53(LOC726132)
726133	GB55700	Apis mellifera	exportin-6(LOC726133)
726134	GB47974	Apis mellifera	carboxylesterase(LOC726134)
410169	GB41154	Apis mellifera	twinfilin(LOC410169)
727460	GB41590	Apis mellifera	FERM domain-containing protein 5(LOC727460)
726130	GB53751	Apis mellifera	beta-3 adrenergic receptor-like(LOC726130)
726139	GB44518	Apis mellifera	tubulin-folding cofactor B(LOC726139)
409176	GB45957	Apis mellifera	pro-resilin(LOC409176)
409173	GB55921	Apis mellifera	esterase FE4-like(LOC409173)
727466	GB49605	Apis mellifera	XK-related protein 6-like(LOC727466)
409179	GB49449	Apis mellifera	4-hydroxybutyrate coenzyme A transferase-like(LOC409179)
726137	GB42770	Apis mellifera	male-specific lethal 3 homolog(LOC726137)
409178	GB49425	Apis mellifera	ATP-dependent zinc metalloprotease YME1 homolog(LOC409178)
409177	GB51019	Apis mellifera	kinase D-interacting substrate of 220 kDa(LOC409177)
410170	GB50957	Apis mellifera	protein FAM13A(LOC410170)
409172	GB55930	Apis mellifera	xaa-Pro aminopeptidase 1-like(LOC409172)
409171	GB47299	Apis mellifera	esterase FE4-like(LOC409171)
409170	GB47334	Apis mellifera	polycomb protein suz12-B(LOC409170)
410175	GB47346	Apis mellifera	F-box/LRR-repeat protein 14(LOC410175)
410178	GB48789	Apis mellifera	disks large homolog 5(LOC410178)
410177	GB47321	Apis mellifera	phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1(LOC410177)
410172	GB50944	Apis mellifera	translocating chain-associated membrane protein 1-like 1(LOC410172)
410171	GB51104	Apis mellifera	filamin-A(LOC410171)
410174	GB49026	Apis mellifera	cyclin-T(LOC410174)
726120	GB52644	Apis mellifera	ATP synthase-coupling factor 6, mitochondrial(LOC726120)
726121	GB50973	Apis mellifera	golgin subfamily A member 6-like protein 22(LOC726121)
727452	GB54929	Apis mellifera	sorting nexin-6(LOC727452)
410179	GB48765	Apis mellifera	uncharacterized LOC410179(LOC410179)
727450	GB44427	Apis mellifera	uncharacterized LOC727450(LOC727450)
726128	GB55523	Apis mellifera	leucine-rich repeats and immunoglobulin-like domains protein 3(LOC726128)
409165	GB40461	Apis mellifera	calreticulin(LOC409165)
409164	GB55441	Apis mellifera	uncharacterized LOC409164(LOC409164)
409163	GB48174	Apis mellifera	uncharacterized LOC409163(LOC409163)
409162	GB48109	Apis mellifera	retinoid-inducible serine carboxypeptidase-like(LOC409162)
726124	GB52719	Apis mellifera	segmentation protein Runt-like(LOC726124)
727455	GB48755	Apis mellifera	UBA-like domain-containing protein 2(LOC727455)
409169	GB51414	Apis mellifera	mRNA export factor(LOC409169)
726125	GB50575	Apis mellifera	uncharacterized LOC726125(LOC726125)
727456	GB41591	Apis mellifera	glucose-6-phosphate 1-epimerase(LOC727456)
409168	GB49337	Apis mellifera	26S proteasome non-ATPase regulatory subunit 13(LOC409168)
726126	GB50013	Apis mellifera	proclotting enzyme(LOC726126)
409167	GB46713	Apis mellifera	translation elongation factor 2(LOC409167)
409166	GB40424	Apis mellifera	E3 ubiquitin-protein ligase TRIM23-like(LOC409166)
409160	GB50513	Apis mellifera	dihydropteridine reductase(LOC409160)
410187	GB48746	Apis mellifera	esterase E4-like(LOC410187)
410189	GB48745	Apis mellifera	5'-nucleotidase domain-containing protein 3(LOC410189)
410188	GB48810	Apis mellifera	60S ribosomal protein L8(LOC410188)
410183	GB48795	Apis mellifera	putative 1-phosphatidylinositol 3-phosphate 5-kinase(LOC410183)
410184	GB48750	Apis mellifera	F-box-like/WD repeat-containing protein TBL1XR1(LOC410184)
726153	GB43702	Apis mellifera	uncharacterized LOC726153(LOC726153)
726155	GB50577	Apis mellifera	uncharacterized LOC726155(LOC726155)
727486	GB54219	Apis mellifera	BAG domain-containing protein Samui(LOC727486)
726156	GB50096	Apis mellifera	pantothenate kinase 3(LOC726156)
409159	GB48344	Apis mellifera	G-protein coupled receptor moody(LOC409159)
727480	GB40559	Apis mellifera	CDK5 regulatory subunit-associated protein 3(LOC727480)
726150	GB45076	Apis mellifera	transcription factor Sox-21-B-like(LOC726150)
726151	GB44877	Apis mellifera	probable 39S ribosomal protein L49, mitochondrial(LOC726151)
727483	GB49606	Apis mellifera	ATP synthase subunit epsilon, mitochondrial-like(LOC727483)
409154	GB41794	Apis mellifera	sorting nexin-30-like(LOC409154)
409153	GB41288	Apis mellifera	zinc finger protein 423-like(LOC409153)
409152	GB44943	Apis mellifera	NCK-interacting protein with SH3 domain(LOC409152)
409151	GB55453	Apis mellifera	ataxin-2-like protein(LOC409151)
409158	GB43266	Apis mellifera	C-terminal-binding protein(LOC409158)
726158	GB53753	Apis mellifera	gamma-glutamyltranspeptidase 1-like(LOC726158)
409157	GB41843	Apis mellifera	succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial(LOC409157)
726159	GB44035	Apis mellifera	transportin-3(LOC726159)
409155	GB44430	Apis mellifera	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like(LOC409155)
410190	GB50877	Apis mellifera	tyrosine-protein kinase Dnt(LOC410190)
551894	GB49284	Apis mellifera	transient receptor potential mucolipin(LOC551894)
551895	GB54722	Apis mellifera	serine/threonine-protein kinase 17A-like(LOC551895)
551892	GB12942	Apis mellifera	cytoplasmic protein NCK1(LOC551892)
410191	GB51148	Apis mellifera	ring canal kelch homolog(LOC410191)
551893	GB51564	Apis mellifera	prefoldin subunit 3(LOC551893)
551898	GB42466	Apis mellifera	tetraspanin-5(LOC551898)
409150	GB40460	Apis mellifera	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial(LOC409150)
551896	GB53826	Apis mellifera	transcription factor E2F4(LOC551896)
551897	GB46678	Apis mellifera	Bardet-Biedl syndrome 4 protein homolog(LOC551897)
410198	GB51093	Apis mellifera	kinesin-related protein 4-like(LOC410198)
410197	GB51095	Apis mellifera	cryptochrome 2(Cry2)
410194	GB51143	Apis mellifera	protein downstream neighbor of son homolog(LOC410194)
410195	GB51103	Apis mellifera	COP9 signalosome complex subunit 6(LOC410195)
727473	GB55076	Apis mellifera	signal recognition particle 19 kDa protein(LOC727473)
726145	GB42193	Apis mellifera	ubiquitin-conjugating enzyme E2-22 kDa(LOC726145)
409148	GB40457	Apis mellifera	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)(ATP5G2)
727471	GB49521	Apis mellifera	NAD(P)H-hydrate epimerase(LOC727471)
727472	GB51741	Apis mellifera	peptidoglycan recognition protein S3(PGRP-S3)
409143	GB44120	Apis mellifera	venom serine protease 34(LOC409143)
409142	GB44121	Apis mellifera	sodium- and chloride-dependent transporter XTRP3(LOC409142)
409141	GB41313	Apis mellifera	sugar transporter SWEET1(LOC409141)
409140	GB52994	Apis mellifera	transcription elongation factor B polypeptide 1(LOC409140)
726146	GB51330	Apis mellifera	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa(Ndufb2)
551890	GB44496	Apis mellifera	probable serine incorporator(LOC551890)
726147	GB53674	Apis mellifera	peflin(LOC726147)
551891	GB55466	Apis mellifera	molybdenum cofactor biosynthesis protein 1(LOC551891)
726148	GB45525	Apis mellifera	kin of IRRE-like protein 2(LOC726148)
727479	GB54851	Apis mellifera	zinc transporter 1(LOC727479)
409145	GB53627	Apis mellifera	zinc transporter ZIP9(LOC409145)
726149	GB48363	Apis mellifera	sodium channel protein Nach(LOC726149)
409144	GB47189	Apis mellifera	H(+)/Cl(-) exchange transporter 3(LOC409144)
551883	GB55059	Apis mellifera	voltage-dependent T-type calcium channel subunit alpha-1G(LOC551883)
551884	GB49409	Apis mellifera	tetratricopeptide repeat protein 7B(LOC551884)
551881	GB52563	Apis mellifera	ATP-dependent helicase brm(LOC551881)
551882	GB54211	Apis mellifera	protein deglycase DJ-1-like(LOC551882)
551888	GB51717	Apis mellifera	WASH complex subunit 7(LOC551888)
551885	GB40543	Apis mellifera	putative homeodomain transcription factor(LOC551885)
551889	GB54920	Apis mellifera	uncharacterized protein CG10915(LOC551889)
410129	GB50193	Apis mellifera	casein kinase I(LOC410129)
410128	GB48874	Apis mellifera	26S proteasome non-ATPase regulatory subunit 9(LOC410128)
411459	GB54805	Apis mellifera	sterol regulatory element-binding protein cleavage-activating protein(LOC411459)
727420	GB44612	Apis mellifera	transmembrane protein 192(LOC727420)
412788	GB52097	Apis mellifera	scavenger receptor class B member 1(LOC412788)
412789	GB50244	Apis mellifera	NHL repeat-containing protein 2(LOC412789)
410127	GB50813	Apis mellifera	rho guanine nucleotide exchange factor 11(LOC410127)
411458	GB44936	Apis mellifera	histone-arginine methyltransferase CARMER(LOC411458)
411457	GB45220	Apis mellifera	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P(LOC411457)
412787	GB45794	Apis mellifera	protein TAPT1 homolog(LOC412787)
727429	GB47000	Apis mellifera	histone-lysine N-methyltransferase SETMAR-like(LOC727429)
727422	GB50344	Apis mellifera	beta-1,4-mannosyltransferase egh(egh)
727423	GB44503	Apis mellifera	uncharacterized LOC727423(LOC727423)
727424	GB47315	Apis mellifera	mitochondrial thiamine pyrophosphate carrier-like(LOC727424)
727419	GB50343	Apis mellifera	ribonuclease P protein subunit p29(LOC727419)
410132	GB55493	Apis mellifera	GPI transamidase component PIG-T(LOC410132)
411463	GB41193	Apis mellifera	PH and SEC7 domain-containing protein 2(LOC411463)
412795	GB49977	Apis mellifera	protocadherin-15(LOC412795)
412796	GB49974	Apis mellifera	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial(LOC412796)
410134	GB48829	Apis mellifera	blood vessel epicardial substance-like(LOC410134)
411465	GB40901	Apis mellifera	probable cleavage and polyadenylation specificity factor subunit 2(LOC411465)
410133	GB55520	Apis mellifera	PDZ domain-containing RING finger protein 4(LOC410133)
412791	GB50245	Apis mellifera	flocculation protein FLO11(LOC412791)
410130	GB55529	Apis mellifera	PRA1 family protein 3(LOC410130)
410136	GB45389	Apis mellifera	E3 ubiquitin-protein ligase RNF123-like(LOC410136)
411467	GB41195	Apis mellifera	sperm-associated antigen 1(LOC411467)
412799	GB47960	Apis mellifera	moesin/ezrin/radixin homolog 1(LOC412799)
411466	GB41196	Apis mellifera	histone-lysine N-methyltransferase 2C(LOC411466)
411469	GB51360	Apis mellifera	integrator complex subunit 1(LOC411469)
412797	GB40227	Apis mellifera	facilitated trehalose transporter Tret1-like(LOC412797)
411468	GB55945	Apis mellifera	GRAM domain-containing protein 1B-like(LOC411468)
727415	GB52254	Apis mellifera	protein-associating with the carboxyl-terminal domain of ezrin(LOC727415)
727416	GB44504	Apis mellifera	uncharacterized LOC727416(LOC727416)
727418	GB42432	Apis mellifera	uncharacterized LOC727418(LOC727418)
727408	GB43897	Apis mellifera	slit homolog 1 protein-like(LOC727408)
411474	GB47449	Apis mellifera	nucleoporin NUP188 homolog(LOC411474)
410142	GB40358	Apis mellifera	RILP-like protein homolog(LOC410142)
411473	GB47450	Apis mellifera	carnitine O-palmitoyltransferase 2, mitochondrial-like(LOC411473)
411476	GB42747	Apis mellifera	la-related protein 4(LOC411476)
410144	GB47768	Apis mellifera	rac GTPase-activating protein 1(LOC410144)
411472	GB47440	Apis mellifera	dynamin-1-like protein(LOC411472)
410140	GB49239	Apis mellifera	gamma-aminobutyric acid type B receptor subunit 2(LOC410140)
726110	GB55892	Apis mellifera	glutamate-rich WD repeat-containing protein 1(LOC726110)
411477	GB42748	Apis mellifera	ADP-ribosylation factor GTPase-activating protein 1(LOC411477)
410149	GB51783	Apis mellifera	carboxypeptidase Q-like(LOC410149)
410148	GB51782	Apis mellifera	carboxypeptidase Q-like(LOC410148)
409198	GB49047	Apis mellifera	26S protease regulatory subunit 6A-B(LOC409198)
726118	GB44683	Apis mellifera	uncharacterized LOC726118(LOC726118)
409197	GB11398	Apis mellifera	protein Dr1(LOC409197)
726119	GB40818	Apis mellifera	inactive(LOC726119)
409196	GB40451	Apis mellifera	alanine aminotransferase 1(LOC409196)
409195	GB40444	Apis mellifera	MIP18 family protein CG30152(LOC409195)
726113	GB47458	Apis mellifera	protein-serine O-palmitoleoyltransferase porcupine(LOC726113)
727444	GB48205	Apis mellifera	uncharacterized LOC727444(LOC727444)
726115	GB47474	Apis mellifera	D-2-hydroxyglutarate dehydrogenase, mitochondrial(LOC726115)
727447	GB43945	Apis mellifera	nuclear pore complex protein Nup153(LOC727447)
409199	GB49012	Apis mellifera	glycerol kinase(LOC409199)
409193	GB47422	Apis mellifera	microtubule-associated serine/threonine-protein kinase 3(LOC409193)
409192	GB55574	Apis mellifera	probable phospholipid-transporting ATPase VD(LOC409192)
409191	GB54228	Apis mellifera	SUMO-activating enzyme subunit 2(LOC409191)
410154	GB45248	Apis mellifera	uncharacterized LOC410154(LOC410154)
410155	GB48341	Apis mellifera	histone-lysine N-methyltransferase setd3(LOC410155)
411486	GB48463	Apis mellifera	uncharacterized LOC411486(LOC411486)
411481	GB46786	Apis mellifera	ribosomal protein S6 kinase 2 beta(LOC411481)
411483	GB43502	Apis mellifera	E3 UFM1-protein ligase 1 homolog(LOC411483)
410151	GB54432	Apis mellifera	retinal homeobox protein Rx2(LOC410151)
411482	GB54469	Apis mellifera	ribosome-recycling factor, mitochondrial(LOC411482)
726100	GB49655	Apis mellifera	uncharacterized LOC726100(LOC726100)
727431	GB44499	Apis mellifera	gustatory receptor for sugar taste 64f(LOC727431)
726101	GB44590	Apis mellifera	uncharacterized LOC726101(LOC726101)
727432	GB48191	Apis mellifera	protein phosphatase inhibitor 2-like(LOC727432)
410158	GB40592	Apis mellifera	adenylyl cyclase-associated protein 1(LOC410158)
410157	GB41083	Apis mellifera	ras-related protein Rab-23(LOC410157)
411488	GB52537	Apis mellifera	glycogen debranching enzyme(LOC411488)
410159	GB46332	Apis mellifera	mediator of RNA polymerase II transcription subunit 13(LOC410159)
726106	GB42576	Apis mellifera	neural cell adhesion molecule 2-like(LOC726106)
409187	GB41545	Apis mellifera	MD-2-related lipid-recognition protein-like(LOC409187)
726107	GB48621	Apis mellifera	uncharacterized LOC726107(LOC726107)
409186	GB53339	Apis mellifera	vam6/Vps39-like protein(LOC409186)
726108	GB55898	Apis mellifera	E3 ubiquitin-protein ligase MSL2(LOC726108)
409185	GB47075	Apis mellifera	uncharacterized LOC409185(LOC409185)
409184	GB44880	Apis mellifera	DENN domain-containing protein 1B(LOC409184)
726102	GB47814	Apis mellifera	transmembrane protein 135-like(LOC726102)
